
premium_spark_e21bb5d5-a909-4502-9608-2708d7ac58c3_sjc,premium_spark_v1__e21bb5d5-a909-4502-9608-2708d7ac58c3,premium_spark_v1,rpbtqlkhsn010.webex.com,null,e21bb5d5-a909-4502-9608-2708d7ac58c3
premium_spark_0198f08a-3880-4871-b55e-4863ccf723d5_sjc,premium_spark_v1__0198f08a-3880-4871-b55e-4863ccf723d5,premium_spark_v1,rpbtqlkhsn008.webex.com,null,0198f08a-3880-4871-b55e-4863ccf723d5
test123p,premium_spark_v1__testabc,premium_spark_v1,rpbtqlkhsn011.webex.com,null,test123
partner_webex_v1__bc65f19d-0a70-4b46-b712-2a2c6ebda53f_sjc3,partner_webex_v1__bc65f19d-0a70-4b46-b712-2a2c6ebda53f,partner_webex_v1,rpbtqlkhsn010.webex.com,null,bc65f19d-0a70-4b46-b712-2a2c6ebda53f
siemensdev2.webex.com2,premium_webex_v1__297,premium_webex_v1,rpbtqlkhsn010.webex.com,null,siemensdev2.webex.com
system_webex_v1_bts_sjc,system_webex_v1,system_webex_v1,rpbtqlkhsn008.webex.com,null,system_webex_v1_bts_sjc
partner_spark_ce8d17f8-1734-4a54-8510-fae65acc505e_sjc,partner_spark_v1__ce8d17f8-1734-4a54-8510-fae65acc505e,partner_spark_v1,rpbtqlkhsn010.webex.com,null,ce8d17f8-1734-4a54-8510-fae65acc505e
partner_spark_21cf6a5e-a63d-485f-8d62-b1d9e6f253c4_sjc,partner_spark_v1__21cf6a5e-a63d-485f-8d62-b1d9e6f253c4,partner_spark_v1,rpbtqlkhsn008.webex.com,null,21cf6a5e-a63d-485f-8d62-b1d9e6f253c4
premium_spark_be8f45c3-da36-4cd6-a71d-201cb3ec1eb1_sjc,premium_spark_v1__45841584-c94e-4cb2-8c38-c6d440a3d004,premium_spark_v1,rpbtqlkhsn010.webex.com,null,be8f45c3-da36-4cd6-a71d-201cb3ec1eb1
premium_spark_6e827ded-20dc-49e0-a0c3-da075da790fc_sjc,premium_spark_v1__6e827ded-20dc-49e0-a0c3-da075da790fc,premium_spark_v1,rpbtqlkhsn009.webex.com,null,6e827ded-20dc-49e0-a0c3-da075da790fc
9571efa9-8e89-4e8f-8aed-1a09bb74eca6,partner_spark_v1__dfb39af8-01c5-404e-8559-fa314f6be5cc,partner_spark_v1,rpbxqlkhsn008.webex.com,null,dfb39af8-01c5-404e-8559-fa314f6be5cc
partner_spark_ab2f0a76-a5da-4a0d-a292-b868b52254d4_sjc,partner_spark_v1__ab2f0a76-a5da-4a0d-a292-b868b52254d4,partner_spark_v1,rpbtqlkhsn009.webex.com,null,ab2f0a76-a5da-4a0d-a292-b868b52254d4
partner_webex_v1__bc65f19d-0a70-4b46-b712-2a2c6ebda53f_sjc2,partner_webex_v1__bc65f19d-0a70-4b46-b712-2a2c6ebda53f,partner_webex_v1,rpbtqlkhsn009.webex.com,null,bc65f19d-0a70-4b46-b712-2a2c6ebda53f
premium_spark_1eb65fdf-9643-417f-9974-ad72cae0e10f_sjc,premium_spark_v1__1eb65fdf-9643-417f-9974-ad72cae0e10f,premium_spark_v1,rpbtqlkhsn011.webex.com,null,1eb65fdf-9643-417f-9974-ad72cae0e10f

(56rows)

